,Brand_Class_num,Owner_Type_num,Transmission_num,Fuel_Type_num,Kilometers_Driven_log,Mileage,Seats,Ageofcar,Power,Engine,Price_log
700,0,1,1,2,9.472704636443671,22.0,5.0,4,81.8,1197,2.1400661634962708
701,1,1,1,1,10.571265641745532,16.07,4.0,8,181.0,1995,2.833213344056216
702,0,1,0,2,10.901358271402708,22.74,5.0,4,47.3,796,1.2556160374777745
703,1,2,1,1,10.735940049494326,17.11,5.0,8,174.33,1968,2.970414465569701
704,1,2,1,2,10.51867319162636,13.6,4.0,9,181.0,1598,2.833213344056216
705,1,2,1,1,10.757541113134543,12.07,7.0,6,241.4,2967,3.769306703226551
706,0,1,0,2,10.688028161525285,20.51,5.0,6,67.04,998,1.2584609896100056
707,1,1,0,1,10.87804719253426,19.01,5.0,5,108.5,1461,1.8325814637483104
708,1,1,1,1,11.512925464970229,18.88,5.0,6,184.0,1995,3.2088254890146994
709,0,1,0,2,9.852194258148575,20.85,5.0,6,83.14,1197,1.6582280766035324
710,0,1,0,1,11.33857207782545,17.72,5.0,5,108.5,1968,2.3978952727983707
711,0,1,1,2,10.535556883587484,15.63,5.0,3,110.4,1499,2.2082744135228043
712,0,1,0,2,11.123048232203717,18.5,5.0,11,80.0,1197,1.1786549963416462
713,0,1,0,1,10.373491181781864,15.0,5.0,4,88.5,1248,2.1400661634962708
714,0,1,0,2,10.839580911706465,16.2,5.0,11,103.2,1599,1.1314021114911006
715,1,1,1,1,10.974899921277585,18.88,5.0,6,184.0,1995,2.9887076586170265
716,0,1,0,1,9.546812608597396,24.0,5.0,4,73.97,1186,1.589235205116581
717,0,2,0,2,10.929851676996613,17.4,5.0,7,117.3,1497,1.7404661748405046
718,0,3,0,2,11.49067985602291,16.1,5.0,15,93.7,1493,0.5596157879354227
719,0,1,0,1,10.8636229061867,25.2,5.0,9,74.0,1248,1.0647107369924282
720,0,1,0,1,10.143802822358657,27.39,5.0,3,74.0,1248,2.057962510002712
721,0,1,0,1,10.611794244853897,14.0,7.0,6,138.1,2179,2.0980179272527715
722,0,2,0,2,11.184421397998191,13.2,5.0,13,94.0,1495,0.6931471805599453
723,0,1,0,1,10.908356766182871,25.2,5.0,5,74.0,1248,1.8325814637483104
724,0,2,0,1,11.002099841204238,17.8,5.0,14,74.0,1248,1.2237754316221157
725,0,1,1,2,10.12426831466115,21.9,4.0,5,37.48,624,1.1600209167967532
726,0,1,0,1,11.065684782829347,25.47,7.0,4,88.5,1248,2.0476928433652555
727,0,2,1,2,10.46919900978639,23.1,5.0,7,67.04,998,1.1631508098056809
728,0,1,0,1,11.05089000537367,25.2,5.0,6,74.0,1248,1.589235205116581
729,1,1,0,2,11.706656683315746,15.04,5.0,9,103.6,1598,1.33500106673234
730,1,1,1,1,11.522578721998366,15.5,5.0,12,105.0,1896,1.3862943611198906
731,1,2,1,1,11.002099841204238,20.7,5.0,7,113.98,1496,3.157000421150113
732,0,1,0,1,11.259966828576832,17.2,5.0,13,53.5,1396,0.1397619423751586
733,0,1,0,2,11.174609529780854,17.0,5.0,14,62.1,1086,0.7884573603642703
734,1,2,1,1,10.915106645867503,12.7,5.0,13,187.7,2179,3.277144732992177
735,0,1,1,2,9.849823027950436,18.0,5.0,6,117.3,1497,2.365559892155434
736,1,1,1,1,10.776390501067295,16.36,5.0,5,187.7,2179,3.5745903077118086
737,1,1,1,1,10.677477120940177,15.0,5.0,4,204.0,2143,3.4638591427868666
738,0,1,0,1,11.18451861549464,15.1,7.0,6,140.0,2179,2.2925347571405443
739,1,1,1,2,10.946904205736288,11.74,5.0,7,186.0,1796,2.738256043159276
740,0,1,0,2,9.90468683311161,18.2,5.0,3,88.7,1199,2.135349173618132
741,0,1,0,2,10.64787427603904,16.78,5.0,8,88.73,1496,1.1786549963416462
742,0,1,0,2,11.11463952485509,19.7,5.0,9,46.3,796,0.9555114450274363
743,0,1,0,2,10.540223099170111,20.4,5.0,5,81.8,1197,1.6486586255873816
744,0,3,0,2,11.350406535472452,19.0,5.0,12,66.1,998,0.5877866649021191
745,0,1,0,2,10.46310334047155,25.4,4.0,10,37.48,624,0.4700036292457356
746,0,1,0,1,11.184907390995573,25.5,5.0,6,99.0,1498,0.9162907318741552
747,0,1,0,2,10.789319076925574,16.0,5.0,10,90.0,1368,0.9162907318741552
748,0,1,0,2,10.270003910505718,18.16,5.0,4,86.8,1196,1.9021075263969205
749,0,1,0,2,11.43442323681527,15.4,5.0,16,94.0,1590,0.1823215567939546
750,1,1,1,1,9.571574905170932,18.88,5.0,5,184.0,1995,3.5709401562492498
751,0,1,0,1,10.819778284410283,12.7,8.0,16,116.6,2609,0.6626879730752367
752,0,1,0,1,11.198214720130528,25.0,5.0,5,69.0,1396,0.7884573603642703
753,0,1,0,1,10.819778284410283,12.8,8.0,5,102.0,2494,2.750470916986162
754,1,1,1,1,10.513171599094814,19.27,5.0,3,167.62,2143,3.675540889674756
755,0,2,0,2,10.819778284410283,18.5,5.0,10,85.8,1197,0.4054651081081644
756,0,1,0,1,11.451050061252142,12.8,8.0,8,102.0,2494,2.180417459019838
757,0,2,0,1,11.211820372186306,12.55,7.0,8,168.5,2982,2.884800712846709
758,0,2,1,2,10.621717513463537,16.95,5.0,7,78.9,1197,1.6253112615903906
759,0,1,0,1,11.112447898373103,22.32,5.0,9,126.32,1582,1.8325814637483104
760,1,1,1,1,11.250612199202282,15.73,5.0,6,174.33,1968,3.1245651453969594
761,0,2,0,1,11.633442537517066,17.8,5.0,14,68.0,1399,0.7178397931503168
762,0,1,0,1,11.224976690289903,20.0,5.0,7,68.0,1399,1.4060969884160703
763,0,1,1,2,10.705489138008156,23.1,5.0,7,67.04,998,1.5151272329628591
764,1,1,1,1,10.51867319162636,20.0,5.0,8,107.3,2143,2.6390573296152584
765,0,1,0,2,9.95227771670556,15.8,5.0,5,121.3,1591,2.388762789235098
766,0,1,0,2,11.305224559836876,18.9,5.0,11,67.1,998,0.8960880245566357
767,1,1,1,1,11.156250521031495,10.0,5.0,8,170.0,2148,2.760009940032921
768,0,1,0,2,8.29853954537488,18.88,5.0,4,110.4,1499,2.110213200346589
769,0,2,1,1,11.156250521031495,13.73,5.0,8,148.0,1995,2.1400661634962708
770,0,1,0,1,10.942562128488042,16.0,7.0,5,140.0,2179,2.7434173449395014
771,0,1,0,2,10.198951765429964,16.8,8.0,8,34.2,796,0.8544153281560676
772,0,1,0,2,11.19270642661334,22.5,5.0,6,67.04,998,1.463255402256019
773,0,2,0,1,12.230765258120543,13.1,7.0,13,141.0,2499,1.3609765531356006
774,0,2,0,1,11.49272275765271,22.32,5.0,10,126.32,1582,1.6486586255873816
775,0,1,0,2,9.87816974455184,18.6,5.0,3,81.83,1197,1.766441661243765
776,0,2,0,2,11.127262984158245,16.02,7.0,8,93.7,1373,1.8325814637483104
777,0,1,1,1,9.886036158922373,14.0,7.0,2,155.0,2179,2.869601996409779
778,0,1,0,1,10.16585181700362,23.65,5.0,4,88.5,1248,2.277267285009756
779,1,1,1,2,9.210340371976184,18.1,2.0,6,306.0,3498,4.007333185232471
780,1,1,0,1,11.22551002363588,22.07,5.0,10,73.9,1199,1.410986973710262
781,0,1,0,1,11.964001084330445,12.55,7.0,10,168.5,2982,2.4840729690394228
782,0,1,0,1,10.686772467932132,16.0,7.0,4,140.0,2179,2.605648267484129
783,1,1,1,1,9.95227771670556,17.9,5.0,5,201.15,2143,4.02535169073515
784,0,1,0,2,10.055349901845377,18.7,5.0,5,88.7,1199,1.8718021769015916
785,0,1,0,1,11.385092093460344,23.4,5.0,8,74.0,1248,1.55814461804655
786,0,1,0,2,11.112447898373103,17.01,5.0,7,121.3,1591,1.7227665977411035
787,0,1,1,1,10.99601469754829,10.91,7.0,4,197.0,3198,3.374168709274236
788,0,1,0,2,9.305650551780507,18.6,5.0,3,81.83,1197,1.8484548129046
789,0,1,0,2,11.013188138189658,16.8,5.0,8,116.3,1497,1.599387576580599
790,0,1,0,1,9.392661928770137,27.4,5.0,3,98.6,1498,2.1400661634962708
791,0,1,0,2,10.46310334047155,17.1,5.0,8,121.3,1591,1.5040773967762742
792,0,1,0,1,11.082142548877776,24.2,7.0,6,98.6,1498,1.7047480922384253
793,0,1,0,1,10.594858155916969,20.77,7.0,8,88.8,1248,1.8809906029559973
794,0,1,0,2,10.799575577092764,24.07,5.0,7,67.1,998,0.8329091229351039
795,0,2,0,1,11.26134385814317,13.1,10.0,17,75.0,2446,1.252762968495368
796,0,1,0,2,9.97375960552146,20.36,5.0,5,78.9,1197,1.5151272329628591
797,0,2,1,1,11.211820372186306,17.0,5.0,12,105.0,1896,2.0476928433652555
798,0,2,0,2,10.51867319162636,18.6,5.0,6,81.83,1197,1.6582280766035324
799,1,1,1,1,11.595794942792525,11.5,5.0,8,235.0,2993,3.148024083896249
800,1,1,1,1,10.545341438708522,22.69,5.0,5,190.0,1995,3.177637076851603
801,1,2,1,1,10.757902880692196,14.21,5.0,10,203.0,2143,2.631888840136646
802,1,1,1,1,10.341742483467284,17.68,5.0,8,174.33,1968,2.9418039315284354
803,0,1,0,2,10.596634733096073,20.51,5.0,7,67.04,998,0.9122827104766164
804,0,1,0,2,8.331345424845724,25.17,5.0,5,53.3,799,1.1474024528375415
805,1,1,0,1,10.839580911706465,21.66,5.0,4,108.62,1498,1.864080130807681
806,1,1,0,1,10.915088464214609,22.07,5.0,8,73.9,1199,1.4469189829363254
807,0,1,0,2,10.976782033219948,22.74,5.0,7,47.3,796,1.01160091167848
808,0,1,0,2,10.978831214264885,18.6,5.0,4,81.83,1197,1.965712776351493
809,0,1,0,2,10.295698544965877,18.3,5.0,9,67.06,1197,0.8919980393051105
810,0,3,0,2,11.172854761626729,17.0,5.0,9,80.0,1197,1.252762968495368
811,0,1,0,1,9.392661928770137,22.54,5.0,4,88.73,1396,1.9878743481543453
812,0,1,0,2,10.126631103850338,20.51,5.0,7,67.04,998,1.01160091167848
813,0,2,0,1,10.6689553946757,22.54,5.0,4,88.73,1396,2.1041341542702074
814,1,1,1,2,10.951192437263671,17.21,5.0,6,103.6,1197,1.873339456220478
815,0,1,0,1,11.429543856031176,20.0,5.0,6,68.05,1399,1.4469189829363254
816,0,2,0,2,10.415472504021963,18.6,5.0,7,85.8,1197,1.8261608959453877
817,0,1,0,1,10.870946570984682,24.0,5.0,5,70.0,1120,1.5216989981260935
818,0,1,0,1,12.2783933071098,14.02,7.0,5,118.3,2179,2.0149030205422647
819,0,1,0,0,11.090370147631774,26.83,5.0,9,38.4,796,0.7419373447293773
820,0,1,0,2,11.00439720025292,19.81,5.0,7,68.05,1086,1.4085449700547104
821,0,1,1,1,11.33857207782545,19.3,5.0,7,141.0,1968,2.374905754573672
822,1,1,1,1,10.757902880692196,15.97,7.0,7,258.0,2993,3.725693427236653
823,0,1,1,2,10.417807065556374,23.1,5.0,7,67.04,998,1.4816045409242156
824,1,2,0,1,11.736069016284436,20.54,5.0,8,103.6,1598,1.8325814637483104
825,1,2,1,1,11.508977682722133,16.07,5.0,10,181.0,1995,2.3513752571634776
826,0,1,0,1,11.06663836234181,20.77,7.0,7,88.8,1248,1.9810014688665836
827,0,1,0,1,10.839580911706465,20.0,5.0,8,68.05,1399,1.1631508098056809
828,1,1,0,2,10.950806546816688,16.47,5.0,7,74.0,1198,1.3737155789130306
829,1,2,1,1,10.77978927619392,16.77,5.0,12,241.38,2967,2.4907230351094403
830,0,1,0,1,10.673595774232204,13.68,7.0,4,147.8,2393,2.923161580719156
831,0,1,1,1,11.097410021008562,22.32,5.0,8,126.3,1582,1.7404661748405046
832,0,1,0,2,10.341742483467284,17.92,5.0,8,62.1,1086,0.5596157879354227
833,1,2,1,1,10.736396675471232,16.55,5.0,10,147.51,1968,2.39698576841553
834,1,1,1,1,10.76523761774909,16.55,5.0,9,147.51,1968,2.6741486494265287
835,0,1,0,1,11.512925464970229,17.0,5.0,12,105.0,1896,1.1346227261911428
836,0,1,1,2,11.064385827288516,13.7,5.0,6,153.86,1997,2.6361960973342264
837,0,1,0,1,11.198159924108706,22.32,5.0,6,126.32,1582,1.9615022438151493
838,0,1,0,1,10.043249494911286,24.5,7.0,7,98.6,1498,1.9315214116032136
839,0,1,0,2,9.679406061493944,18.6,5.0,3,81.83,1197,2.050270164379556
840,0,2,0,1,11.49272275765271,12.8,8.0,10,102.0,2494,1.7047480922384253
841,0,1,0,2,11.157521142022066,18.6,5.0,7,81.83,1197,1.6770965609079151
842,0,2,0,1,11.502875129116727,13.6,7.0,10,63.0,2523,1.5040773967762742
843,1,1,0,1,11.184421397998191,20.34,5.0,7,103.2,1498,1.55814461804655
844,1,1,1,1,10.696344312245053,16.36,5.0,6,187.7,2179,3.490428515390098
845,0,1,0,2,11.532728092266408,17.3,5.0,16,60.0,993,-0.3566749439387324
846,1,1,1,1,10.944682570334288,13.0,5.0,3,258.0,2987,3.917806250183873
847,0,2,0,1,10.637056647594989,11.5,7.0,11,171.0,2982,2.39698576841553
848,0,1,1,2,11.030314698685258,18.9,5.0,6,82.0,1197,1.717395053939193
849,0,1,0,1,10.138638722974616,25.4,5.0,3,73.97,1186,1.7749523509116738
850,0,1,0,2,10.758243248292487,15.29,5.0,5,121.3,1591,2.2438960966453663
851,0,1,0,2,11.141861783579396,20.36,5.0,11,78.9,1197,1.0647107369924282
852,0,1,0,2,10.395130356885344,19.4,5.0,5,86.8,1198,1.3029127521808397
853,0,1,1,1,11.526206875276143,12.55,7.0,6,168.5,2982,3.075928815548268
854,1,1,1,1,10.985292722887856,16.55,5.0,10,140.0,1968,2.525728644308256
855,0,1,1,1,10.639119344702229,11.36,7.0,3,171.5,2755,2.991724252156452
856,0,1,0,1,11.179534476424797,25.1,5.0,7,98.6,1498,1.9095425048844383
857,0,1,0,1,11.29732836741142,25.1,5.0,6,98.6,1498,1.9401794743463283
858,0,1,0,2,11.055040111914732,21.7,5.0,4,67.0,999,1.1786549963416462
859,0,1,0,1,8.604471199523298,28.4,5.0,3,74.0,1248,2.157559320943788
860,0,1,1,2,8.922658299524402,23.1,5.0,4,67.04,998,1.6094379124341005
861,0,1,0,1,11.097410021008562,15.1,7.0,10,140.0,2179,1.7047480922384253
862,0,2,0,2,11.109009156851917,20.36,5.0,11,78.9,1197,0.9555114450274363
863,0,1,0,2,10.976303286160228,19.81,5.0,7,68.05,1086,1.2267122912954254
864,0,1,0,2,10.75122103231314,22.0,5.0,10,81.8,1197,0.9932517730102834
865,0,4,1,2,11.25156070083582,9.7,5.0,13,163.5,1995,1.7047480922384253
866,1,1,1,2,8.85366542803745,14.33,4.0,9,226.6,1984,3.555348061489413
867,1,2,1,2,10.778956289890028,14.74,5.0,10,184.0,1991,2.277267285009756
868,1,1,0,1,10.757902880692196,21.64,5.0,8,84.8,1461,1.4469189829363254
869,0,1,0,2,10.84991944132227,18.9,5.0,6,67.1,998,1.1631508098056809
870,0,2,0,1,10.157703323404748,23.4,5.0,7,74.0,1248,1.9242486522741336
871,0,1,0,1,10.778956289890028,25.8,5.0,6,98.6,1498,1.5040773967762742
872,0,1,0,1,10.858998997563564,28.4,5.0,9,74.0,1248,1.2669476034873244
873,0,2,0,0,11.46831505345168,13.2,5.0,11,93.7,1495,0.6418538861723947
874,0,1,0,1,11.782952602183288,10.5,7.0,13,120.0,2609,1.2809338454620642
875,1,1,1,1,10.647232785859163,13.0,5.0,6,201.1,2143,3.0819099697950434
876,0,2,0,1,11.238488619268468,13.0,7.0,9,168.5,2982,2.602689685444384
877,0,1,0,2,9.927545817629198,22.7,5.0,5,53.64,799,0.9783261227936078
878,0,2,0,2,10.6689553946757,16.8,5.0,11,116.3,1497,1.3217558399823195
879,0,1,1,2,9.740968623038354,19.16,5.0,3,158.2,2494,3.4657359027997265
880,0,1,0,1,11.0154273014151,26.0,5.0,5,98.6,1498,2.0881534822818573
881,1,1,0,1,10.981471873408273,19.33,5.0,9,138.1,1968,1.7298840655099674
882,1,1,1,1,11.1588328981095,17.68,5.0,8,174.33,1968,3.177637076851603
883,0,1,0,1,11.3600889212877,20.77,7.0,5,88.76,1248,2.0149030205422647
884,1,1,1,1,10.971726540682342,19.27,5.0,5,167.62,2143,3.295836866004329
885,0,2,0,1,11.418614785498988,19.3,5.0,13,73.9,1248,1.0473189942805592
886,0,1,0,1,11.211820372186306,19.01,5.0,9,108.45,1461,1.8484548129046
887,0,1,0,1,11.28129601000572,21.1,5.0,11,73.9,1248,1.1939224684724346
888,0,1,0,2,10.561603232924144,19.1,5.0,8,85.8,1197,1.6094379124341005
889,0,1,0,1,11.000815683693476,22.9,5.0,7,74.0,1248,1.8656293177945105
890,0,1,0,2,10.058780436942165,21.1,5.0,4,55.2,814,1.3217558399823195
891,0,3,0,2,11.02671114967651,17.3,5.0,18,60.0,993,0.418710334858185
892,0,1,0,2,10.944841422363956,15.1,7.0,9,73.0,1196,1.2837077723447896
893,1,1,1,1,10.604553298340369,14.16,5.0,4,174.3,1968,3.778263015248622
894,1,1,1,1,11.002099841204238,15.73,5.0,7,174.33,1968,2.995732273553991
895,0,1,0,1,11.77528972943772,19.3,5.0,11,73.9,1248,1.2947271675944
896,0,1,0,1,9.903487552536127,14.07,10.0,8,83.1,1978,1.6582280766035324
897,1,1,1,1,11.238488619268468,15.97,7.0,5,258.0,2993,4.060443010546419
898,0,1,1,2,10.308952660644293,18.0,5.0,6,117.3,1497,2.157559320943788
899,0,1,0,1,11.918390573078392,25.0,5.0,6,69.01,1396,0.9162907318741552
900,1,1,1,2,10.23995978915734,16.93,5.0,7,103.6,1197,2.0476928433652555
901,0,1,0,2,11.211820372186306,23.1,5.0,6,67.04,998,1.423108334242607
902,0,1,0,1,11.225243392518449,11.5,7.0,10,171.0,2982,2.3841650799864684
903,0,2,1,2,11.238488619268468,11.3,5.0,11,170.0,2360,1.7101878155342434
904,1,1,1,1,11.080433396801446,15.5,5.0,7,105.0,1896,2.4423470353692043
905,1,1,0,2,9.210340371976184,9.0,2.0,11,93.7,3436,3.688879454113936
906,0,1,0,1,10.6689553946757,19.67,5.0,6,126.2,1582,2.224623551524334
907,0,1,0,2,10.768274441543168,17.5,5.0,10,75.0,1198,0.8285518175661483
908,0,1,0,1,11.289781913656018,22.77,5.0,6,98.59,1498,1.9459101490553128
909,0,2,0,2,11.002099841204238,18.2,5.0,14,64.0,1061,0.5007752879124892
910,0,1,0,2,8.700514248543275,20.73,5.0,4,91.1,1373,2.110213200346589
911,1,1,1,2,11.180287866716585,14.74,5.0,10,181.03,1991,2.2126603854660587
912,0,1,0,2,10.404262840448617,17.8,5.0,5,86.7,1198,1.8718021769015916
913,0,1,0,1,11.002099841204238,23.59,5.0,9,67.05,1364,1.0818051703517284
914,0,1,0,1,11.418614785498988,19.87,5.0,6,83.8,1461,1.749199854809259
915,0,1,0,3,11.184421397998191,26.2,5.0,9,58.2,998,1.0473189942805592
916,1,2,0,2,10.6689553946757,16.47,5.0,10,73.9,1198,0.7419373447293773
917,0,1,0,1,11.063038139309317,19.67,5.0,4,126.2,1582,2.60638654732571
918,1,1,1,1,10.680746075714726,14.74,5.0,9,270.9,2993,3.0204248861443626
919,1,1,0,1,10.858998997563564,16.3,5.0,4,170.0,1956,2.995732273553991
920,1,1,1,1,10.355422675029144,15.68,5.0,3,177.0,1999,4.089666972670989
921,0,1,0,1,10.275051108968611,27.39,5.0,5,74.0,1248,1.8718021769015916
922,0,1,0,1,10.933106969717286,28.09,5.0,5,88.5,1248,2.0149030205422647
923,0,2,0,2,11.238488619268468,15.0,5.0,14,104.68,1586,0.7654678421395714
924,0,1,0,1,10.889584158654246,22.7,5.0,6,126.24,1582,2.1329823086078656
925,0,1,0,1,11.790557201568507,13.5,7.0,8,175.56,2477,2.5249283241374862
926,1,1,0,2,9.602382459752208,17.0,5.0,4,73.75,1198,1.7011051009599245
927,0,1,0,2,10.475398868279957,18.5,5.0,8,85.8,1197,1.4350845252893227
928,0,1,0,1,11.326186164299726,16.8,5.0,8,110.0,1493,1.9740810260220096
929,0,1,0,1,11.472103470449971,23.4,5.0,7,74.0,1248,1.5686159179138452
930,0,1,0,1,10.584764560525588,25.32,6.0,4,77.0,1198,1.763017000362401
931,0,1,0,1,11.430152366503297,13.68,7.0,3,147.8,2393,2.91180703861623
932,0,1,0,2,9.611127890533236,21.4,5.0,5,83.1,1197,1.766441661243765
933,0,1,0,1,10.545341438708522,27.3,5.0,5,98.6,1498,1.8261608959453877
934,0,1,0,2,11.170435156023451,17.0,5.0,8,80.0,1197,1.2947271675944
935,0,1,0,1,11.170435156023451,23.0,5.0,9,90.0,1396,1.308332819650179
936,1,1,1,1,10.819778284410283,19.27,5.0,6,167.62,2143,3.4011973816621555
937,0,1,0,2,10.782346370401418,19.1,5.0,5,82.0,1197,1.5789787049493915
938,0,1,1,2,9.860997500915175,18.9,5.0,4,82.0,1197,1.935859813201812
939,0,1,0,2,10.16585181700362,22.74,5.0,5,47.3,796,0.9555114450274363
940,1,1,1,1,9.06900719585954,18.2,5.0,3,194.0,1950,3.676300671907076
941,0,1,1,2,11.461632170582678,13.7,5.0,9,157.75,1798,2.302585092994046
942,1,1,1,1,10.4341158035983,16.55,5.0,12,147.51,1968,2.2975725511705014
943,0,2,0,1,11.461632170582678,12.8,8.0,7,102.0,2494,2.2460147415056517
944,1,1,1,1,9.524347869595513,17.9,5.0,4,136.0,2143,3.34109345759245
945,0,2,0,2,11.33857207782545,19.81,5.0,13,68.05,1086,0.5877866649021191
946,0,2,0,2,10.757902880692196,17.5,5.0,13,85.8,1298,0.3364722366212129
947,0,1,1,1,11.002116507732016,21.66,5.0,6,103.52,1498,1.9810014688665836
948,0,1,0,1,11.472103470449971,21.1,5.0,9,73.9,1248,1.2809338454620642
949,0,2,0,2,10.764265574480024,14.4,5.0,17,94.0,1599,0.1823215567939546
950,0,2,0,2,10.24870713362901,17.8,5.0,7,86.7,1198,1.5973653311998313
951,0,2,0,2,11.082142548877776,18.9,5.0,14,67.1,998,0.2231435513142097
952,1,2,0,1,11.127262984158245,22.07,5.0,8,73.9,1199,1.5686159179138452
953,0,1,1,1,9.324472306021097,12.62,7.0,2,158.0,2198,3.4388142452334622
954,0,2,0,2,10.644948593374624,17.0,5.0,10,80.0,1197,1.1939224684724346
955,0,1,0,2,10.545341438708522,14.8,5.0,11,130.2,1799,0.6931471805599453
956,0,1,0,2,10.839580911706465,20.51,5.0,7,67.04,998,1.1314021114911006
957,0,1,0,2,10.429841977919745,15.0,5.0,7,103.6,1598,1.6272778305624314
958,0,2,0,2,11.891361900690471,15.4,5.0,15,94.0,1590,0.048790164169432
959,0,2,0,1,10.75868980502856,22.77,5.0,6,98.59,1498,1.9459101490553128
960,0,2,0,2,10.968198289528557,13.2,5.0,11,94.0,1495,0.9162907318741552
961,1,1,1,1,11.02255584977162,22.48,5.0,9,190.0,1995,2.862200880929469
962,0,1,0,2,11.420930782824222,20.92,5.0,10,67.1,998,0.7419373447293773
963,1,1,1,1,11.33857207782545,15.73,5.0,8,174.33,1968,2.8763855159214247
964,0,1,0,3,11.07016339211767,17.3,5.0,13,57.5,1061,0.371563556432483
965,0,2,1,2,11.112447898373103,11.3,5.0,16,125.0,1794,0.8960880245566357
966,1,1,1,1,11.580359789219823,13.5,5.0,10,215.0,2400,2.624668592163159
967,0,1,0,1,10.211339831777291,27.3,5.0,5,98.6,1498,1.766441661243765
968,0,1,0,1,10.178160370394268,28.09,5.0,4,88.5,1248,2.186051276738094
969,0,1,0,2,9.11679862756782,20.4,5.0,5,81.8,1197,1.6389967146756448
970,1,1,1,1,11.06637270205724,19.27,5.0,6,170.0,2143,2.8069901489571136
971,0,2,0,2,11.805595078933049,18.9,5.0,11,67.0,1061,0.5007752879124892
972,1,1,1,2,9.305650551780507,15.5,5.0,6,120.7,1595,2.772588722239781
973,0,1,0,2,11.440354772135391,17.0,5.0,13,62.0,1086,0.371563556432483
974,0,1,1,1,10.120693511183584,26.59,5.0,4,74.0,1248,2.089391872533004
975,0,1,1,2,10.5356100312583,18.9,5.0,7,82.0,1197,1.5040773967762742
976,1,2,0,2,10.915088464214609,16.95,5.0,8,97.7,1498,1.4586150226995167
977,0,1,0,2,11.307720058787032,19.0,5.0,11,66.1,998,0.9555114450274363
978,0,1,0,2,7.549609165154532,25.17,5.0,3,53.3,799,1.4929040961781488
979,0,1,1,2,10.91430634025357,17.1,5.0,9,121.4,1591,1.6808279085207734
980,0,2,0,2,10.915088464214609,18.9,5.0,13,67.0,1061,0.5596157879354227
981,1,1,1,1,9.998024706360116,18.88,5.0,8,184.0,1995,2.803360380906535
982,1,1,1,1,11.238488619268468,18.48,5.0,8,177.0,1995,2.9444389791664403
983,0,1,0,1,11.082142548877776,25.0,5.0,5,69.01,1396,1.029619417181158
984,0,1,0,1,10.16585181700362,22.54,5.0,6,88.73,1396,1.824549292051046
985,0,1,0,2,9.356257246876336,16.8,8.0,2,34.2,796,1.33500106673234
986,0,1,0,1,11.302204433654577,25.2,5.0,7,74.0,1248,1.8082887711792652
987,0,1,0,1,10.049922830765674,23.0,5.0,2,98.96,1498,2.4553061800117097
988,0,1,1,2,10.198244538659871,16.5,5.0,7,86.8,1198,1.423108334242607
989,0,1,0,1,11.119719900617753,13.68,7.0,4,147.8,2393,2.803360380906535
990,0,2,0,1,12.078239274020287,10.5,8.0,13,120.0,2179,1.4586150226995167
991,0,1,0,2,9.798127036878302,18.5,5.0,11,80.0,1197,0.8109302162163288
992,0,1,0,1,11.050937623287538,22.32,5.0,7,126.32,1582,1.9095425048844383
993,0,1,0,1,11.289781913656018,15.1,7.0,7,140.0,2179,2.2407096892759584
994,1,1,0,1,10.944788474491125,20.64,5.0,7,108.5,1498,1.6845453849209058
995,0,1,0,1,9.830486659651635,26.59,5.0,2,74.0,1248,2.1412419425852827
996,0,1,0,2,11.23446738704598,13.7,5.0,11,88.8,1368,0.6151856390902335
997,0,2,0,1,11.314474526246393,22.9,5.0,9,74.0,1248,0.9162907318741552
998,1,1,0,1,11.002099841204238,22.07,5.0,8,73.9,1199,1.55814461804655
999,0,2,0,2,11.83500896413934,17.0,5.0,12,118.0,1497,1.252762968495368
1000,0,1,0,1,11.112447898373103,23.0,5.0,7,90.0,1396,1.7047480922384253
1001,0,1,0,2,10.663124474364906,17.0,5.0,9,118.0,1497,1.8453002361560848
1002,0,2,0,1,11.25156070083582,11.57,7.0,10,138.1,2179,1.252762968495368
1003,1,1,1,1,11.350406535472452,11.3,7.0,7,254.8,2987,3.657130755799356
1004,1,1,1,1,11.630708500626612,11.5,5.0,13,235.0,2993,2.0781907597781832
1005,0,1,0,1,11.562401108430754,14.24,7.0,8,174.5,2755,2.586259144048288
1006,1,1,1,2,11.289781913656018,11.25,5.0,9,150.0,1995,2.2512917986064958
1007,0,1,0,1,8.039802343736485,20.37,5.0,2,108.45,1461,2.639771360348916
1008,0,1,0,1,9.592605086913911,24.4,5.0,5,71.0,1120,1.944480556245719
1009,1,2,1,1,11.56171562913966,13.2,5.0,11,170.0,1995,2.3978952727983707
1010,1,2,1,2,11.018629143155447,10.8,5.0,13,215.0,2497,2.3978952727983707
1011,1,2,0,2,11.350947565559864,18.06,5.0,11,75.0,1198,0.8329091229351039
1012,1,1,1,1,10.778956289890028,16.36,5.0,7,187.7,2179,3.277144732992177
1013,1,1,1,1,10.915088464214609,10.2,7.0,10,308.0,4367,4.204692619390966
1014,1,1,1,2,8.294049640102028,16.0,5.0,4,160.0,1368,2.8763855159214247
1015,0,2,1,2,11.451050061252142,10.1,5.0,11,152.0,2354,1.5686159179138452
1016,0,1,0,2,11.02043079788896,18.6,5.0,8,85.8,1197,1.5195132049061133
1017,0,1,0,1,11.289781913656018,24.4,5.0,5,71.0,1120,1.252762968495368
1018,1,1,0,1,10.673364265954747,19.01,5.0,6,108.5,1461,2.0294631718735947
